Chemicals,Chemical_Count,PharmGKB_ID,RS_ID,Chromosome,Postion,Gene,Annotation_ID,Level_of_Evidence,Types,Phenotypes,OMB_Races,Unknown_Race,Mixed_Population
PA451906:warfarin,1,PA166134725,rs56165452,chr10,96741054,CYP2C9,1183702164,2A,dosage,,,,1
PA165374673:ticagrelor,1,PA166158967,rs56324128,chr7,99375702,CYP3A4,1448100338,3,pk,PA165108401:Acute coronary syndrome,white,,
PA450566:mycophenolate mofetil,1,PA166134693,rs568408,chr3,159713466,IL12A,982031799,3,toxicity,PA165817016:Kidney Transplantation,,1,
PA166110256:bufuralol;PA449273:dextromethorphan,2,PA166153035,rs567606867,chr22,42128807,CYP2D6,1447982793,4,pk,,,1,
PA166114414:cotinine,1,PA166153170,rs57064725,chr15,78833036,PSMA4,1447986907,3,pk,PA445876:Tobacco Use Disorder,white,,
PA448771:capecitabine;PA128406956:fluorouracil,2,PA166153413,rs56038477,chr1,98039419,DPYD,1448568516,3,toxicity,PA445062:Neoplasms,white,,
PA448771:capecitabine;PA128406956:fluorouracil;PA164713220:Pyrimidine analogues;PA452620:tegafur,4,PA166135236,rs55886062,chr1,97981343,DPYD,1448605328,1A,toxicity,PA445062:Neoplasms,,,1
PA451578:tacrolimus,1,PA166136336,rs5744247,chr11,112026156,IL18,1448603657,3,pk,PA134850491:Transplantation,asian,,
PA451566:sumatriptan,1,PA166134043,rs5443,chr12,6954874,GNB3,982036429,3,efficacy,PA443742:Cluster Headache,white,,
PA451346:sildenafil,1,PA166134230,rs5443,chr12,6954874,GNB3,981501185,2B,efficacy,PA444606:Erectile Dysfunction,white,,
PA448499:atenolol,1,PA166134897,rs5443,chr12,6954875,GNB3,1183615556,3,efficacy,PA447288:Essential hypertension,,,1
PA448682:bumetanide;PA449719:furosemide;PA451733:torasemide,3,PA166135022,rs5443,chr12,6954875,GNB3,1448102590,3,efficacy,,white,,
PA450657:nortriptyline,1,PA166135803,rs5443,chr12,6954875,GNB3,1444703773,3,efficacy; toxicity,"PA447321:Depressive Disorder, Major",,1,
PA452229:antidepressants,1,PA166134782,rs5443,chr12,6954874,GNB3,1043858619,3,efficacy,"PA447321:Depressive Disorder, Major",,,1
PA450688:olanzapine,1,PA166134194,rs5443,chr12,6954874,GNB3,982033848,3,toxicity,PA447216:Schizophrenia; PA128406954:Weight gain,asian,,
PA133950441:hmg coa reductase inhibitors,1,PA166134265,rs5443,chr12,6954875,GNB3,1183491774,4,efficacy,PA444516:Hypercholesterolemia; PA445019:Myocardial Infarction,,1,
PA449051:clonidine,1,PA166135699,rs5443,chr12,6954875,GNB3,1444672794,3,efficacy,PA444797:Liver Cirrhosis,,,1
PA164712535:Beta Blocking Agents,1,PA166136458,rs5443,chr12,6954875,GNB3,1446906348,3,other,,,1,
PA450401:methadone,1,PA166159196,rs5443,chr12,6954875,GNB3,1448103865,3,toxicity,PA445043:Opioid-Related Disorders,white,,
"PA164713347:Thiazides, plain",1,PA166152854,rs5443,chr12,6954875,GNB3,1447963865,3,toxicity,PA443886:Diabetes Mellitus,white,,
PA451605:telmisartan,1,PA166136507,rs5443,chr12,6954875,GNB3,1447943690,3,efficacy,PA447288:Essential hypertension,asian,,
PA449894:hydralazine;PA450125:isosorbide dinitrate,2,PA166136506,rs5443,chr12,6954875,GNB3,1447943683,3,efficacy,PA444370:Heart Failure,black,,
PA449053:clopidogrel,1,PA166163575,rs57731889,chr1,156882261,PEAR1,1448613368,3,efficacy,,asian,,
PA450428:methotrexate,1,PA166134061,rs5760410,chr22,24815406,ADORA2A; SPECC1L,981418745,3,toxicity,"PA443434:Arthritis, Rheumatoid",,1,
PA450395:metformin,1,PA166136314,rs578427,chr6,92412150,,1444703789,3,pk,,asian,,
PA450616:nevirapine,1,PA166135650,rs58425034,chr19,41514965,CYP2B6,1444607663,3,other,PA447230:HIV,black,,
PA449015:citalopram,1,PA166135845,rs585719,chr13,47056399,,1444705227,3,efficacy,PA447207:Depressive Disorder,black,,
PA451141:propofol,1,PA166134142,rs58597806,chr2,234581346,UGT1A9,981418830,4,toxicity,,,1,
PA448685:buprenorphine,1,PA166135709,rs581111,chr1,29175373,OPRD1,1444680106,3,efficacy,PA445043:Opioid-Related Disorders,,,1
PA450626:nicotine,1,PA166152812,rs578776,chr15,78888400,CHRNA3,1447963094,2B,toxicity; pk,PA445876:Tobacco Use Disorder,,,1
PA448073:ethanol,1,PA166159204,rs578776,chr15,78888400,CHRNA3,1448103947,3,other,PA443309:Alcoholism,black,,
PA10407:calcium channel blockers,1,PA166158876,rs588076,chr11,85691662,PICALM,1448099085,3,efficacy,PA444552:Hypertension,asian,,
PA162372878:dasatinib;PA10804:imatinib,2,PA166136265,rs58818712,chr4,89018678,ABCG2,1444700493,4,other,,,1,
PA448500:atorvastatin,1,PA166135000,rs5888,chr12,125284748,SCARB1,1183532611,3,efficacy,PA444516:Hypercholesterolemia,,,1
PA449688:fluvastatin,1,PA166134974,rs5882,chr16,57016092,CETP,1183491389,4,efficacy,PA444516:Hypercholesterolemia,,1,
PA451363:simvastatin,1,PA166134975,rs5882,chr16,57016092,CETP,1183491402,3,efficacy,PA444516:Hypercholesterolemia,,1,
PA164712720:Drugs used in nicotine dependence;PA450626:nicotine;PA164781343:varenicline,3,PA166134694,rs588765,chr15,78865425,CHRNA5,1446900339,3,efficacy,PA445876:Tobacco Use Disorder,white,,
PA448710:caffeine,1,PA166134517,rs5751876,chr22,24837301,ADORA2A,981203527,3,dosage; toxicity,,,,1
PA450395:metformin,1,PA166152972,rs594709,chr6,160555754,SLC22A1,1447980973,4,efficacy,"PA443890:Diabetes Mellitus, Type 2",asian,,
PA450272:lovastatin,1,PA166152793,rs5925,chr19,11230881,LDLR,1447962749,3,efficacy,,white,,
PA448068:salbutamol,1,PA166152761,rs6002674,chr22,42694220,,1447961163,3,efficacy,PA443450:Asthma,,1,
PA448497:aspirin,1,PA166134808,rs5985,chr6,6318794,F13A1,1043858974,3,efficacy,,,1,
PA165984462:photodynamic therapy,1,PA166158928,rs5985,chr6,6318795,F13A1,1448099913,3,efficacy,PA446974:Choroidal Neovascularization,white,,
PA451201:quetiapine,1,PA166161178,rs5993883,chr22,19937638,COMT,1448423773,3,efficacy,PA447216:Schizophrenia,asian,,
PA448492:asparaginase,1,PA166136430,rs6021191,chr20,50036237,NFATC2,1446899693,3,toxicity,PA446155:Precursor Cell Lymphoblastic Leukemia-Lymphoma,,,1
PA449673:fluoxetine,1,PA166135156,rs57098334,chr17,28548596,SLC6A4,1448107535,3,efficacy,PA447278:Depression,asian,,
PA452229:antidepressants,1,PA166135157,rs57098334,chr17,28548596,SLC6A4,1448107549,3,efficacy; toxicity,PA447278:Depression,white,,
PA450801:paroxetine,1,PA166153520,rs57098334,chr17,28548596,SLC6A4,1448107494,3,efficacy,PA447278:Depression,asian,,
PA451333:sertraline,1,PA166136110,rs57098334,chr17,28548338,SLC6A4,1448115913,3,efficacy,"PA447321:Depressive Disorder, Major",asian,,
PA452637:hormonal contraceptives for systemic use,1,PA166135331,rs6025,chr1,169519049,F5,1183689593,2A,toxicity,PA445850:Thrombosis,,,1
PA449688:fluvastatin,1,PA166134874,rs60282872,chr17,17740164,SREBF1,1043880425,3,efficacy,,white,,
PA164713366:Tumor necrosis factor alpha (TNF-alpha) inhibitors,1,PA166134072,rs6028945,chr20,38820805,MAFB,827925813,3,efficacy,"PA443434:Arthritis, Rheumatoid",white,,
PA164749390:peginterferon alfa-2a;PA451241:ribavirin,2,PA166136313,rs6051702,chr20,3251924,ITPA,1448107323,3,toxicity,PA444445:Hepatitis C,,1,
PA448497:aspirin,1,PA166134810,rs6065,chr17,4836380,GP1BA,1043858984,2B,efficacy,,asian,,
PA449748:gemcitabine,1,PA166134356,rs60369023,chr1,20931474,CDA,1184136450,3,toxicity,PA445062:Neoplasms; PA445113:Neutropenia,asian,,
PA449177:cytarabine,1,PA166135125,rs60369023,chr1,20931474,CDA,1183630684,4,other,,,1,
PA450428:methotrexate,1,PA166136312,rs6064463,chr20,55480277,,1444703654,4,efficacy,"PA443434:Arthritis, Rheumatoid",asian,,
PA450085:irinotecan,1,PA166135452,rs6072262,chr20,39704995,TOP1,1183704423,3,toxicity,,white,,
PA448771:capecitabine,1,PA166135356,rs602950,chr1,20915531,CDA,1183697569,3,toxicity,PA445062:Neoplasms,,,1
PA449177:cytarabine,1,PA166134518,rs602950,chr1,20915530,CDA,982033478,4,toxicity,,,1,
PA449247:dexamethasone,1,PA166158959,rs6092,chr7,100771717,SERPINE1,1448100254,3,toxicity,PA446155:Precursor Cell Lymphoblastic Leukemia-Lymphoma,,,1
PA164713366:Tumor necrosis factor alpha (TNF-alpha) inhibitors,1,PA166134073,rs6071980,chr20,38868576,MAFB,827925815,3,efficacy,"PA443434:Arthritis, Rheumatoid",white,,
PA451906:warfarin,1,PA166134873,rs61162043,chr16,31114233,VKORC1,1043880406,3,dosage,,black,,
PA166048654:ustekinumab,1,PA166160671,rs610604,chr6,138199417,TNFAIP3,1448265285,4,efficacy,PA445451:Psoriasis,,1,
PA449383:docetaxel,1,PA166158888,rs6130615,chr20,43059437,HNF4A,1448099182,3,toxicity,PA443340:Anemia; PA445046:Nasopharyngeal Neoplasms,asian,,
PA164713257:Selective serotonin reuptake inhibitors,1,PA166151934,rs6108160,chr20,8572225,PLCB1,1447952941,3,efficacy,PA447278:Depression,,1,
PA448803:carboplatin;PA449165:cyclophosphamide;PA451668:thiotepa,3,PA166135451,rs6151031,chr9,75568383,ALDH1A1,1183704418,3,toxicity,,white,,
PA165374673:ticagrelor,1,PA166158965,rs61361928,chr4,69962375,UGT2B7,1448100330,3,pk,PA165108401:Acute coronary syndrome,white,,
PA449015:citalopram,1,PA166135846,rs6127921,chr20,55638750,,1444705234,4,efficacy,"PA447321:Depressive Disorder, Major",,,1
PA448073:ethanol,1,PA166159205,rs615470,chr15,78885988,CHRNA5,1448103954,3,other,PA443309:Alcoholism,black,,
PA164713366:Tumor necrosis factor alpha (TNF-alpha) inhibitors,1,PA166134067,rs6138150,chr20,23847009,CST5,827925810,3,efficacy,"PA443434:Arthritis, Rheumatoid",white,,
PA449693:follitropin beta;PA164746560:thyrotropin alfa;PA451835:urofollitropin,3,PA166136459,rs6166,chr2,49189921,FSHR,1446906361,3,efficacy,"PA444618:Infertility, Female; PA165108853:Ovarian hyperstimulation syndrome",,,1
PA10810:pemetrexed,1,PA166136176,rs61734430,chr11,71850130,FOLR3,1444666794,3,efficacy,"PA443622:Carcinoma, Non-Small-Cell Lung; PA444937:Mesothelioma",,,1
PA450626:nicotine,1,PA166134207,rs61750900,chr4,69681936,UGT2B10,1448105334,2B,pk,,,,1
PA10040:cetuximab;PA162373091:panitumumab,2,PA166134989,rs61764370,chr12,25360224,KRAS,1183492027,3,efficacy,PA443265:Adenocarcinoma,white,,
PA452632:acenocoumarol,1,PA166136095,rs61742245,chr16,31105945,VKORC1,1185002362,3,dosage,,white,,
PA451906:warfarin,1,PA166135419,rs61742245,chr16,31105945,VKORC1,1448105769,2A,dosage,,white,,
PA165945764:bucindolol,1,PA166134770,rs61767072,chr4,3769296,ADRA2C,982046390,3,efficacy,PA444370:Heart Failure,,,1
PA164713176:Platinum compounds,1,PA166151944,rs619586,chr11,65266169,MALAT1,1447953176,3,efficacy,PA444818:Lung Neoplasms,asian,,
PA449381:dobutamine,1,PA166135021,rs62205366,chr20,57478193,GNAS,1183630562,3,efficacy,,asian,,
PA450379:mercaptopurine;PA450428:methotrexate,2,PA166153002,rs61886492,chr11,49186274,FOLH1,1448102919,3,toxicity,PA446155:Precursor Cell Lymphoblastic Leukemia-Lymphoma,,1,
PA165374673:ticagrelor,1,PA166158968,rs62471956,chr7,99421085,CYP3A43,1448106589,3,pk,PA165108401:Acute coronary syndrome,white,,
PA449383:docetaxel,1,PA166158890,rs62576288,chr9,137216737,RXRA,1448099313,3,toxicity,PA443340:Anemia; PA445046:Nasopharyngeal Neoplasms,asian,,
PA449383:docetaxel,1,PA166158791,rs62576288,chr9,137216737,RXRA,1448098348,3,toxicity,PA445046:Nasopharyngeal Neoplasms,asian,,
PA449563:exemestane,1,PA166153022,rs62621365,chr10,5144768,AKR1C3,1447982679,4,pk,,,1,
PA452229:antidepressants;PA449233:desipramine;PA449673:fluoxetine,3,PA166134287,rs61888800,chr11,27722278,BDNF,981419007,3,efficacy,"PA447278:Depression; PA447321:Depressive Disorder, Major",hispanic,,
PA448497:aspirin,1,PA166134735,rs5918,chr17,45360730,ITGB3,1184989729,3,efficacy,PA165108401:Acute coronary syndrome; PA443796:Coronary Artery Disease,,,1
PA449053:clopidogrel,1,PA166134736,rs5918,chr17,45360730,ITGB3,1184989735,3,efficacy,PA443796:Coronary Artery Disease; PA445019:Myocardial Infarction,,,1
PA450395:metformin,1,PA166134165,rs622342,chr6,160572866,SLC22A1,1448099268,3,efficacy,PA443886:Diabetes Mellitus,white,,
PA448360:amantadine;PA164712420:Anticholinergics;PA164712697:Dopamine agonists;PA450213:levodopa;PA451316:selegiline,5,PA166159032,rs622342,chr6,160572866,SLC22A1,1448101099,3,dosage; toxicity,PA445254:Parkinson Disease,white,,
PA452618:opioids,1,PA166135511,rs6269,chr22,19949952,COMT,1184233516,3,other,PA445208:Pain,,,1
PA451201:quetiapine,1,PA166161180,rs6269,chr22,19949952,COMT,1448423793,3,efficacy,PA447216:Schizophrenia,asian,,
PA450688:olanzapine,1,PA166159238,rs6279,chr11,113281073,DRD2,1448104048,3,other,PA447199:Bipolar Disorder; PA447278:Depression,white,,
PA10026:aripiprazole,1,PA166135964,rs6277,chr11,113283459,DRD2,1446906368,3,efficacy,PA447216:Schizophrenia,asian,,
PA452233:antipsychotics;PA449061:clozapine;PA450688:olanzapine,3,PA166134280,rs6277,chr11,113283458,DRD2,1000539660,3,toxicity,PA447216:Schizophrenia,white,,
PA450401:methadone,1,PA166158995,rs6277,chr11,113283459,DRD2,1448100635,3,efficacy,PA446876:Substance-Related Disorders,,,1
PA452619:heroin;PA450403:methamphetamine,2,PA166135402,rs6265,chr11,27679916,BDNF,1448099734,3,other,PA446876:Substance-Related Disorders,asian,,
PA452233:antipsychotics,1,PA166135410,rs6265,chr11,27679916,BDNF,1183702968,3,efficacy,PA447216:Schizophrenia,white,,
"PA164712362:Analgesics;PA164712462:Antiinflammatory agents, non-steroids;PA164712741:Ergot alkaloids;PA452618:opioids;PA451566:sumatriptan",5,PA166135606,rs6265,chr11,27679916,BDNF,1184987593,3,other,,,,1
PA452233:antipsychotics,1,PA166136412,rs6265,chr11,27679916,BDNF,1446897196,3,toxicity,PA447216:Schizophrenia,,,1
PA449673:fluoxetine,1,PA166135174,rs6265,chr11,27679916,BDNF,1183619235,4,toxicity,"PA447321:Depressive Disorder, Major",asian,,
PA450801:paroxetine,1,PA166134750,rs6265,chr11,27679915,BDNF,982040544,3,efficacy,"PA447321:Depressive Disorder, Major",,,1
PA452229:antidepressants;PA449015:citalopram;PA450801:paroxetine,3,PA166134781,rs6265,chr11,27679916,BDNF,1444608038,3,efficacy,PA447207:Depressive Disorder,,,1
PA450688:olanzapine,1,PA166135919,rs6265,chr11,27679916,BDNF,1446896649,3,efficacy,PA447216:Schizophrenia,white,,
PA450401:methadone,1,PA166134519,rs6275,chr11,113283477,DRD2,981203549,3,dosage,PA444460:Heroin Dependence,asian,,
"PA164712362:Analgesics;PA164712462:Antiinflammatory agents, non-steroids;PA164712741:Ergot alkaloids;PA452618:opioids;PA451566:sumatriptan",5,PA166135607,rs6275,chr11,113283477,DRD2,1184987598,3,other,,,,1
PA450401:methadone,1,PA166134520,rs6275,chr11,113283477,DRD2,981203573,3,dosage,PA444460:Heroin Dependence,white,,
PA450688:olanzapine,1,PA166159239,rs6275,chr11,113283477,DRD2,1448104055,3,other,PA447199:Bipolar Disorder; PA447278:Depression,white,,
PA449015:citalopram,1,PA166159464,rs6296,chr6,78172260,HTR1B,1448112057,3,toxicity,"PA447196:Anxiety Disorders; PA447321:Depressive Disorder, Major",white,,
"PA164712362:Analgesics;PA164712462:Antiinflammatory agents, non-steroids;PA164712741:Ergot alkaloids;PA452618:opioids;PA451566:sumatriptan",5,PA166135608,rs6305,chr13,47466622,HTR2A,1184987561,3,toxicity,,,,1
PA450164:lamotrigine,1,PA166160513,rs628031,chr6,160560845,SLC22A1,1448263583,3,dosage; efficacy; pk,PA444065:Epilepsy,asian,,
PA450395:metformin,1,PA166136115,rs628031,chr6,160560845,SLC22A1,1444607639,3,efficacy,"PA443890:Diabetes Mellitus, Type 2",,,1
PA451257:risperidone,1,PA166134378,rs6280,chr3,113890815,DRD3,981418912,3,efficacy,PA447198:Autistic Disorder,,,1
PA450464:methylphenidate,1,PA166135667,rs6280,chr3,113890815,DRD3,1444608446,3,efficacy,PA153906318:Autism Spectrum Disorder,,,1
PA449061:clozapine,1,PA166134521,rs6280,chr3,113890815,DRD3,981203592,3,efficacy,PA447216:Schizophrenia,white,,
PA450801:paroxetine,1,PA166134776,rs6280,chr3,113890815,DRD3,1183619571,3,efficacy,"PA447321:Depressive Disorder, Major",asian,,
PA450688:olanzapine,1,PA166134199,rs6280,chr3,113890814,DRD3,982034819,3,efficacy,PA447216:Schizophrenia,,,1
PA164742949:pramipexole,1,PA166134213,rs6280,chr3,113890815,DRD3,981418941,3,efficacy,PA445254:Parkinson Disease,asian,,
PA451201:quetiapine,1,PA166136009,rs6280,chr3,113890815,DRD3,1447943698,3,pk,,white,,
PA450403:methamphetamine,1,PA166159164,rs6280,chr3,113890815,DRD3,1448102412,3,toxicity,PA447230:HIV,,,1
PA450213:levodopa,1,PA166161878,rs6280,chr3,113890815,DRD3,1448525457,3,toxicity,PA445254:Parkinson Disease,,,
PA451257:risperidone,1,PA166134380,rs6311,chr13,47471478,HTR2A,981418913,3,efficacy,PA447198:Autistic Disorder,,,1
PA449690:fluvoxamine,1,PA166135652,rs6311,chr13,47471478,HTR2A,1444607773,3,efficacy; toxicity,"PA447321:Depressive Disorder, Major",asian,,
PA10074:escitalopram,1,PA166136279,rs6311,chr13,47471478,HTR2A,1444700680,3,toxicity,PA447196:Anxiety Disorders,white,,
PA452233:antipsychotics,1,PA166135450,rs6311,chr13,47471478,HTR2A,1183704413,3,efficacy,PA447268:tardive dyskinesia,white,,
PA451257:risperidone,1,PA166135221,rs6313,chr13,47469940,HTR2A,1183629497,3,toxicity,PA443937:Drug Toxicity,white,,
PA449690:fluvoxamine;PA450801:paroxetine,2,PA166135802,rs6313,chr13,47469940,HTR2A,1444703744,4,efficacy,"PA447321:Depressive Disorder, Major",asian,,
PA449441:efavirenz,1,PA166135077,rs6313,chr13,47469940,HTR2A,1183614747,4,toxicity,PA447230:HIV; PA446213:HIV Infections,white,,
PA450801:paroxetine,1,PA166135166,rs6313,chr13,47469940,HTR2A,1448099839,3,toxicity,PA447278:Depression,white,,
PA449690:fluvoxamine;PA450801:paroxetine,2,PA166135801,rs6313,chr13,47469940,HTR2A,1444703707,4,efficacy,"PA447321:Depressive Disorder, Major",white,,
PA450688:olanzapine,1,PA166134195,rs6313,chr13,47469939,HTR2A,982033855,3,toxicity,PA447216:Schizophrenia; PA128406954:Weight gain,asian,,
PA450688:olanzapine;PA451257:risperidone,2,PA166134196,rs6313,chr13,47469940,HTR2A,981418765,3,efficacy,PA443319:Alzheimer Disease,white,,
PA452229:antidepressants,1,PA166135891,rs6313,chr13,47469940,HTR2A,1445401173,3,efficacy,"PA447321:Depressive Disorder, Major",,,1
PA449015:citalopram,1,PA166135847,rs6313,chr13,47469940,HTR2A,1444705241,3,toxicity,PA447207:Depressive Disorder,,,1
PA10074:escitalopram,1,PA166134831,rs6318,chrX,113965734,HTR2C,1043859498,3,efficacy,PA162263525:neuropathic pain,,1,
PA450688:olanzapine,1,PA166134197,rs6318,chrX,113965734,HTR2C,982034808,3,toxicity,PA447216:Schizophrenia; PA128406954:Weight gain,,,1
PA450626:nicotine,1,PA166159047,rs637137,chr15,78873976,CHRNA5,1448101276,3,toxicity,PA445876:Tobacco Use Disorder,white,,
PA449165:cyclophosphamide;PA449177:cytarabine;PA449212:daunorubicin;PA450379:mercaptopurine;PA450428:methotrexate;PA451100:prednisone;PA451879:vincristine,7,PA166153456,rs639174,chr5,31433647,DROSHA,1447990288,3,toxicity,PA446155:Precursor Cell Lymphoblastic Leukemia-Lymphoma,,1,
PA450801:paroxetine,1,PA166135158,rs6295,chr5,63258565,HTR1A,1183617841,2B,efficacy,PA447212:Panic Disorder,,1,
PA452229:antidepressants;PA449690:fluvoxamine;PA450801:paroxetine;PA164713257:Selective serotonin reuptake inhibitors;PA451333:sertraline,5,PA166134160,rs6295,chr5,63258565,HTR1A,1183619221,3,efficacy,"PA447207:Depressive Disorder; PA447321:Depressive Disorder, Major",,,1
PA449061:clozapine,1,PA166135908,rs6295,chr5,63258565,HTR1A,1445402090,3,efficacy,PA447216:Schizophrenia,,1,
PA164752812:milnacipran,1,PA166151955,rs6295,chr5,63258565,HTR1A,1447953309,3,efficacy,PA447207:Depressive Disorder,asian,,
PA449673:fluoxetine,1,PA166136116,rs6295,chr5,63258565,HTR1A,1444607679,3,efficacy,"PA447321:Depressive Disorder, Major",asian,,
PA449383:docetaxel,1,PA166158886,rs6413517,chr9,137321256,RXRA,1448099172,3,toxicity,PA443340:Anemia; PA445046:Nasopharyngeal Neoplasms,asian,,
PA164749136:desflurane;PA449461:enflurane;PA449845:halothane;PA450106:isoflurane;PA450434:methoxyflurane;PA451341:sevoflurane;PA451522:succinylcholine,7,PA166135881,rs63749869,chr19,39071080,RYR1,1447992484,3,toxicity,PA444863:Malignant Hyperthermia,,1,
PA449515:etanercept,1,PA166135449,rs6427528,chr1,160516308,CD84,1448265253,3,efficacy,"PA443434:Arthritis, Rheumatoid; PA445451:Psoriasis",white,,
PA449748:gemcitabine,1,PA166135800,rs642990,chr1,54688516,,1444703673,3,toxicity,,asian,,
PA166104276:ABT-751,1,PA166134690,rs6431558,chr2,234529642,UGT1A8,982031727,3,other,PA445062:Neoplasms,,1,
PA166122986:radiotherapy,1,PA166135554,rs6432512,chr2,159899913,TANC1,1184514221,2B,toxicity,PA445425:Prostatic Neoplasms,,1,
PA449072:cocaine,1,PA166136104,rs6454674,chr6,88872930,CNR1,1444607307,3,other,PA446878:Cocaine-Related Disorders,black,,
PA449014:cisplatin;PA449165:cyclophosphamide,2,PA166134927,rs6413432,chr10,135348544,CYP2E1,1147261615,3,efficacy,PA445204:Ovarian Neoplasms,,1,
PA450243:lithium,1,PA166134712,rs6438552,chr3,119631813,GSK3B,982032738,3,efficacy,PA447199:Bipolar Disorder,,,1
PA452233:antipsychotics,1,PA166136020,rs6465084,chr7,86403475,GRM3,1447945972,3,efficacy,PA447216:Schizophrenia,,,1
PA451283:rosiglitazone,1,PA166135680,rs6467136,chr7,127164958,PAX4,1444666761,3,efficacy,"PA443890:Diabetes Mellitus, Type 2",asian,,
PA133950441:hmg coa reductase inhibitors,1,PA166136203,rs646776,chr1,109818530,CELSR2,1444668407,3,efficacy,,,,1
PA450546:montelukast,1,PA166136418,rs6475448,chr9,20497142,MLLT3,1446897524,3,efficacy,PA443450:Asthma,,,1
PA452229:antidepressants,1,PA166135168,rs6314,chr13,47409034,HTR2A,1448099822,3,efficacy,"PA447321:Depressive Disorder, Major",white,,
PA450688:olanzapine,1,PA166151940,rs6314,chr13,47409034,HTR2A,1447953121,3,efficacy,PA447216:Schizophrenia,white,,
PA449394:donepezil;PA449726:galantamine;PA451262:rivastigmine,3,PA166136242,rs6494223,chr15,32396457,CHRNA7,1444686903,3,efficacy,PA443319:Alzheimer Disease,,,1
PA165110775:SN-38,1,PA166162362,rs6498588,chr16,16032806,ABCC1,1448531657,3,pk,PA446108:Colorectal Neoplasms,,,1
PA450428:methotrexate,1,PA166136310,rs6506569,chr18,8275857,PTPRM,1444703565,4,efficacy,"PA443434:Arthritis, Rheumatoid",asian,,
PA164713366:Tumor necrosis factor alpha (TNF-alpha) inhibitors,1,PA166161171,rs651630,chr3,124811314,SLC12A8,1448423701,3,toxicity,PA445451:Psoriasis,white,,
PA452621:antineoplastic agents,1,PA166153483,rs6500843,chr16,6870855,RBFOX1,1447990878,3,efficacy,PA443560:Breast Neoplasms,,,1
PA448500:atorvastatin;PA133950441:hmg coa reductase inhibitors;PA134308647:rosuvastatin,3,PA166134631,rs6535454,chr4,84191030,COQ2,981419544,3,toxicity,PA444997:Muscular Diseases,white,,
PA450464:methylphenidate,1,PA166152874,rs6551665,chr4,62739541,LPHN3,1447964241,4,efficacy,PA447197:Attention Deficit Disorder with Hyperactivity,,,1
PA450401:methadone,1,PA166152984,rs6600879,chr4,69960387,UGT2B7,1447981163,3,efficacy; toxicity,PA445043:Opioid-Related Disorders,asian,,
PA449899:hydrochlorothiazide,1,PA166135448,rs658903,chr11,128728067,KCNJ1,1183704403,3,toxicity,PA443886:Diabetes Mellitus; PA444552:Hypertension,hispanic,,
PA450401:methadone,1,PA166152999,rs6600893,chr4,69978901,UGT2B7,1447981301,3,efficacy; toxicity,PA445043:Opioid-Related Disorders,asian,,
PA450616:nevirapine,1,PA166152724,rs6545803,chr2,60534199,,1447960808,3,toxicity,PA447230:HIV,asian,,
PA449563:exemestane;PA450196:letrozole,2,PA166151939,rs6493497,chr15,51630835,CYP19A1,1447953114,3,toxicity,PA443560:Breast Neoplasms,,,1
PA448432:anastrozole;PA449563:exemestane;PA450196:letrozole,3,PA166152871,rs6493497,chr15,51630835,CYP19A1,1448106697,3,efficacy,PA443560:Breast Neoplasms,,1,
PA450401:methadone,1,PA166152990,rs6600880,chr4,69960480,UGT2B7,1447981212,3,efficacy; toxicity,PA445043:Opioid-Related Disorders,asian,,
PA449552:etoposide,1,PA166134305,rs6539870,chr12,85243681,,827847499,4,toxicity,,white,,
PA449748:gemcitabine,1,PA166135124,rs66878317,chr4,71859622,DCK,1183630726,4,other,,,1,
PA164712734:Enzymes,1,PA166135134,rs669,chr12,9232268,A2M,1183615591,3,efficacy,PA447054:Stroke,white,,
PA450428:methotrexate,1,PA166134522,rs66554220,chr6,29798582,HLA-G,981203614,3,efficacy,"PA443434:Arthritis, Rheumatoid",,1,
PA452619:heroin,1,PA166159161,rs671,chr12,112241766,ALDH2,1448102373,3,other,PA444460:Heroin Dependence,asian,,
PA448687:bupropion;PA450626:nicotine,2,PA166135447,rs6702335,chr1,29411250,EPB41,1183704398,3,efficacy,PA445876:Tobacco Use Disorder,white,,
PA448500:atorvastatin;PA450272:lovastatin;PA451363:simvastatin,3,PA166134991,rs662799,chr11,116663707,APOA5,1183492047,3,efficacy,PA444528:Hyperlipidemias,white,,
PA166104276:ABT-751,1,PA166134877,rs6755571,chr2,234627535,UGT1A4,1043880446,3,other,PA445062:Neoplasms,,,1
PA450626:nicotine;PA164712950:Opium alkaloids and derivatives,2,PA166159036,rs660652,chr15,78887832,CHRNA5,1448101173,3,toxicity,PA445208:Pain; PA445876:Tobacco Use Disorder,,1,
PA450268:losartan,1,PA166135445,rs6749447,chr2,169041386,STK39,1183704380,3,efficacy,,white,,
PA162372840:sunitinib,1,PA166135954,rs6785049,chr3,119533733,NR1I2,1446903245,3,toxicity,PA445062:Neoplasms,,,1
PA449594:fenofibrate,1,PA166159034,rs676210,chr2,21231524,APOB,1448101119,3,efficacy,PA446120:Hypertriglyceridemia,white,,
PA450566:mycophenolate mofetil,1,PA166134917,rs6714486,chr2,234580305,UGT1A9,1448107206,3,efficacy,PA165817016:Kidney Transplantation,,1,
PA452229:antidepressants,1,PA166158943,rs672170,chr6,153345185,RGS17,1448100137,3,efficacy,"PA447321:Depressive Disorder, Major",asian,,
PA449053:clopidogrel,1,PA166134749,rs6785930,chr3,151056616,P2RY12,1446909040,3,efficacy; toxicity,,,1,
