Chemical_ID,Chemical_Name,PharmGKB_ID,RS_ID
PA452640,imidapril,PA166136158,rs5051
PA448682,bumetanide,PA166135370,rs5063
PA449719,furosemide,PA166135370,rs5063
PA451733,torasemide,PA166135370,rs5063
PA164713176,Platinum compounds,PA166159990,rs50872
PA451866,venlafaxine,PA166134152,rs5030655
PA452233,antipsychotics,PA166134892,rs5030655
PA450480,metoprolol,PA166134260,rs5030655
PA10004,adalimumab,PA166158979,rs510432
PA448408,amphetamine,PA166134890,rs510769
PA451260,ritonavir,PA166134224,rs5128
PA450688,olanzapine,PA166134200,rs518147
PA449383,docetaxel,PA166134335,rs518329
PA450877,perindopril,PA166134114,rs5182
PA164712308,"Ace Inhibitors, Plain",PA166135838,rs5182
PA448068,salbutamol,PA166152760,rs518350
PA449015,citalopram,PA166136174,rs520210
PA448388,amlodipine,PA166134159,rs5065
PA448970,chlorthalidone,PA166134159,rs5065
PA448771,capecitabine,PA166159195,rs5275
PA131285527,oxaliplatin,PA166159195,rs5275
PA452229,antidepressants,PA166158939,rs521093
PA448685,buprenorphine,PA166136231,rs529520
PA450395,metformin,PA166134610,rs5219
PA10390,"sulfonamides, urea derivatives",PA166134610,rs5219
PA10390,"sulfonamides, urea derivatives",PA166134616,rs5219
PA451234,repaglinide,PA166134233,rs5219
PA448499,atenolol,PA166135023,rs5370
PA450084,irbesartan,PA166135023,rs5370
PA162356187,muraglitazar,PA166134167,rs5370
PA130232992,bevacizumab,PA166161231,rs5370
PA448803,carboplatin,PA166135246,rs544093
PA449383,docetaxel,PA166135246,rs544093
PA450761,paclitaxel,PA166135246,rs544093
PA164712308,"Ace Inhibitors, Plain",PA166134881,rs5186
PA448765,candesartan,PA166135024,rs5186
PA448780,captopril,PA166134807,rs5186
PA146096020,nitrendipine,PA166152699,rs5186
PA450268,losartan,PA166152702,rs5186
PA166109554,angiotensin II,PA166152703,rs5186
PA450268,losartan,PA166152707,rs5186
PA164713347,"Thiazides, plain",PA166152853,rs5186
PA450877,perindopril,PA166152706,rs5186
PA449456,enalapril,PA166135508,rs5522
PA450464,methylphenidate,PA166159240,rs5569
PA448515,azathioprine,PA166134902,rs55754655
PA448497,aspirin,PA166159030,rs557881
PA449053,clopidogrel,PA166134486,rs4986893
PA10074,escitalopram,PA166135852,rs4986893
PA450947,phenytoin,PA166163682,rs4986893
PA450401,methadone,PA166134708,rs558025
PA449177,cytarabine,PA166134375,rs532545
PA449177,cytarabine,PA166134415,rs532545
PA452632,acenocoumarol,PA166136096,rs55894764
PA164776637,eculizumab,PA166135473,rs56040400
PA450626,nicotine,PA166136446,rs56113850
PA164749390,peginterferon alfa-2a,PA166135958,rs56061981
PA164784024,peginterferon alfa-2b,PA166135958,rs56061981
PA451906,warfarin,PA166134725,rs56165452
PA165374673,ticagrelor,PA166158967,rs56324128
PA450566,mycophenolate mofetil,PA166134693,rs568408
PA166110256,bufuralol,PA166153035,rs567606867
PA449273,dextromethorphan,PA166153035,rs567606867
PA166114414,cotinine,PA166153170,rs57064725
PA448771,capecitabine,PA166153413,rs56038477
PA128406956,fluorouracil,PA166153413,rs56038477
PA448771,capecitabine,PA166135236,rs55886062
PA128406956,fluorouracil,PA166135236,rs55886062
PA164713220,Pyrimidine analogues,PA166135236,rs55886062
PA452620,tegafur,PA166135236,rs55886062
PA451578,tacrolimus,PA166136336,rs5744247
PA451566,sumatriptan,PA166134043,rs5443
PA451346,sildenafil,PA166134230,rs5443
PA448499,atenolol,PA166134897,rs5443
PA448682,bumetanide,PA166135022,rs5443
PA449719,furosemide,PA166135022,rs5443
PA451733,torasemide,PA166135022,rs5443
PA450657,nortriptyline,PA166135803,rs5443
PA452229,antidepressants,PA166134782,rs5443
PA450688,olanzapine,PA166134194,rs5443
PA133950441,hmg coa reductase inhibitors,PA166134265,rs5443
PA449051,clonidine,PA166135699,rs5443
PA164712535,Beta Blocking Agents,PA166136458,rs5443
PA450401,methadone,PA166159196,rs5443
PA164713347,"Thiazides, plain",PA166152854,rs5443
PA451605,telmisartan,PA166136507,rs5443
PA449894,hydralazine,PA166136506,rs5443
PA450125,isosorbide dinitrate,PA166136506,rs5443
PA449053,clopidogrel,PA166163575,rs57731889
PA450428,methotrexate,PA166134061,rs5760410
PA450395,metformin,PA166136314,rs578427
PA450616,nevirapine,PA166135650,rs58425034
PA449015,citalopram,PA166135845,rs585719
PA451141,propofol,PA166134142,rs58597806
PA448685,buprenorphine,PA166135709,rs581111
PA450626,nicotine,PA166152812,rs578776
PA448073,ethanol,PA166159204,rs578776
PA10407,calcium channel blockers,PA166158876,rs588076
PA162372878,dasatinib,PA166136265,rs58818712
PA10804,imatinib,PA166136265,rs58818712
PA448500,atorvastatin,PA166135000,rs5888
PA449688,fluvastatin,PA166134974,rs5882
PA451363,simvastatin,PA166134975,rs5882
PA164712720,Drugs used in nicotine dependence,PA166134694,rs588765
PA450626,nicotine,PA166134694,rs588765
PA164781343,varenicline,PA166134694,rs588765
PA448710,caffeine,PA166134517,rs5751876
PA450395,metformin,PA166152972,rs594709
PA450272,lovastatin,PA166152793,rs5925
PA448068,salbutamol,PA166152761,rs6002674
PA448497,aspirin,PA166134808,rs5985
PA165984462,photodynamic therapy,PA166158928,rs5985
PA451201,quetiapine,PA166161178,rs5993883
PA448492,asparaginase,PA166136430,rs6021191
PA449673,fluoxetine,PA166135156,rs57098334
PA452229,antidepressants,PA166135157,rs57098334
PA450801,paroxetine,PA166153520,rs57098334
PA451333,sertraline,PA166136110,rs57098334
PA452637,hormonal contraceptives for systemic use,PA166135331,rs6025
PA449688,fluvastatin,PA166134874,rs60282872
PA164713366,Tumor necrosis factor alpha (TNF-alpha) inhibitors,PA166134072,rs6028945
PA164749390,peginterferon alfa-2a,PA166136313,rs6051702
PA451241,ribavirin,PA166136313,rs6051702
PA448497,aspirin,PA166134810,rs6065
PA449748,gemcitabine,PA166134356,rs60369023
PA449177,cytarabine,PA166135125,rs60369023
PA450428,methotrexate,PA166136312,rs6064463
PA450085,irinotecan,PA166135452,rs6072262
PA448771,capecitabine,PA166135356,rs602950
PA449177,cytarabine,PA166134518,rs602950
PA449247,dexamethasone,PA166158959,rs6092
PA164713366,Tumor necrosis factor alpha (TNF-alpha) inhibitors,PA166134073,rs6071980
PA451906,warfarin,PA166134873,rs61162043
PA166048654,ustekinumab,PA166160671,rs610604
PA449383,docetaxel,PA166158888,rs6130615
PA164713257,Selective serotonin reuptake inhibitors,PA166151934,rs6108160
PA448803,carboplatin,PA166135451,rs6151031
PA449165,cyclophosphamide,PA166135451,rs6151031
PA451668,thiotepa,PA166135451,rs6151031
PA165374673,ticagrelor,PA166158965,rs61361928
PA449015,citalopram,PA166135846,rs6127921
PA448073,ethanol,PA166159205,rs615470
PA164713366,Tumor necrosis factor alpha (TNF-alpha) inhibitors,PA166134067,rs6138150
PA449693,follitropin beta,PA166136459,rs6166
PA164746560,thyrotropin alfa,PA166136459,rs6166
PA451835,urofollitropin,PA166136459,rs6166
PA10810,pemetrexed,PA166136176,rs61734430
PA450626,nicotine,PA166134207,rs61750900
PA10040,cetuximab,PA166134989,rs61764370
PA162373091,panitumumab,PA166134989,rs61764370
PA452632,acenocoumarol,PA166136095,rs61742245
PA451906,warfarin,PA166135419,rs61742245
PA165945764,bucindolol,PA166134770,rs61767072
PA164713176,Platinum compounds,PA166151944,rs619586
PA449381,dobutamine,PA166135021,rs62205366
PA450379,mercaptopurine,PA166153002,rs61886492
PA450428,methotrexate,PA166153002,rs61886492
PA165374673,ticagrelor,PA166158968,rs62471956
PA449383,docetaxel,PA166158890,rs62576288
PA449383,docetaxel,PA166158791,rs62576288
PA449563,exemestane,PA166153022,rs62621365
PA452229,antidepressants,PA166134287,rs61888800
PA449233,desipramine,PA166134287,rs61888800
PA449673,fluoxetine,PA166134287,rs61888800
PA448497,aspirin,PA166134735,rs5918
PA449053,clopidogrel,PA166134736,rs5918
PA450395,metformin,PA166134165,rs622342
PA448360,amantadine,PA166159032,rs622342
PA164712420,Anticholinergics,PA166159032,rs622342
PA164712697,Dopamine agonists,PA166159032,rs622342
PA450213,levodopa,PA166159032,rs622342
PA451316,selegiline,PA166159032,rs622342
PA452618,opioids,PA166135511,rs6269
PA451201,quetiapine,PA166161180,rs6269
PA450688,olanzapine,PA166159238,rs6279
PA10026,aripiprazole,PA166135964,rs6277
PA452233,antipsychotics,PA166134280,rs6277
PA449061,clozapine,PA166134280,rs6277
PA450688,olanzapine,PA166134280,rs6277
PA450401,methadone,PA166158995,rs6277
PA452619,heroin,PA166135402,rs6265
PA450403,methamphetamine,PA166135402,rs6265
PA452233,antipsychotics,PA166135410,rs6265
PA164712362,Analgesics,PA166135606,rs6265
PA164712462,"Antiinflammatory agents, non-steroids",PA166135606,rs6265
PA164712741,Ergot alkaloids,PA166135606,rs6265
PA452618,opioids,PA166135606,rs6265
PA451566,sumatriptan,PA166135606,rs6265
PA452233,antipsychotics,PA166136412,rs6265
PA449673,fluoxetine,PA166135174,rs6265
PA450801,paroxetine,PA166134750,rs6265
PA452229,antidepressants,PA166134781,rs6265
PA449015,citalopram,PA166134781,rs6265
PA450801,paroxetine,PA166134781,rs6265
PA450688,olanzapine,PA166135919,rs6265
PA450401,methadone,PA166134519,rs6275
PA164712362,Analgesics,PA166135607,rs6275
PA164712462,"Antiinflammatory agents, non-steroids",PA166135607,rs6275
PA164712741,Ergot alkaloids,PA166135607,rs6275
PA452618,opioids,PA166135607,rs6275
PA451566,sumatriptan,PA166135607,rs6275
PA450401,methadone,PA166134520,rs6275
PA450688,olanzapine,PA166159239,rs6275
PA449015,citalopram,PA166159464,rs6296
PA164712362,Analgesics,PA166135608,rs6305
PA164712462,"Antiinflammatory agents, non-steroids",PA166135608,rs6305
PA164712741,Ergot alkaloids,PA166135608,rs6305
PA452618,opioids,PA166135608,rs6305
PA451566,sumatriptan,PA166135608,rs6305
PA450164,lamotrigine,PA166160513,rs628031
PA450395,metformin,PA166136115,rs628031
PA451257,risperidone,PA166134378,rs6280
PA450464,methylphenidate,PA166135667,rs6280
PA449061,clozapine,PA166134521,rs6280
PA450801,paroxetine,PA166134776,rs6280
PA450688,olanzapine,PA166134199,rs6280
PA164742949,pramipexole,PA166134213,rs6280
PA451201,quetiapine,PA166136009,rs6280
PA450403,methamphetamine,PA166159164,rs6280
PA450213,levodopa,PA166161878,rs6280
PA451257,risperidone,PA166134380,rs6311
PA449690,fluvoxamine,PA166135652,rs6311
PA10074,escitalopram,PA166136279,rs6311
PA452233,antipsychotics,PA166135450,rs6311
PA451257,risperidone,PA166135221,rs6313
PA449690,fluvoxamine,PA166135802,rs6313
PA450801,paroxetine,PA166135802,rs6313
PA449441,efavirenz,PA166135077,rs6313
PA450801,paroxetine,PA166135166,rs6313
PA449690,fluvoxamine,PA166135801,rs6313
PA450801,paroxetine,PA166135801,rs6313
PA450688,olanzapine,PA166134195,rs6313
PA450688,olanzapine,PA166134196,rs6313
PA451257,risperidone,PA166134196,rs6313
PA452229,antidepressants,PA166135891,rs6313
PA449015,citalopram,PA166135847,rs6313
PA10074,escitalopram,PA166134831,rs6318
PA450688,olanzapine,PA166134197,rs6318
PA450626,nicotine,PA166159047,rs637137
PA449165,cyclophosphamide,PA166153456,rs639174
PA449177,cytarabine,PA166153456,rs639174
PA449212,daunorubicin,PA166153456,rs639174
PA450379,mercaptopurine,PA166153456,rs639174
PA450428,methotrexate,PA166153456,rs639174
PA451100,prednisone,PA166153456,rs639174
PA451879,vincristine,PA166153456,rs639174
PA450801,paroxetine,PA166135158,rs6295
PA452229,antidepressants,PA166134160,rs6295
PA449690,fluvoxamine,PA166134160,rs6295
PA450801,paroxetine,PA166134160,rs6295
PA164713257,Selective serotonin reuptake inhibitors,PA166134160,rs6295
PA451333,sertraline,PA166134160,rs6295
PA449061,clozapine,PA166135908,rs6295
PA164752812,milnacipran,PA166151955,rs6295
PA449673,fluoxetine,PA166136116,rs6295
PA449383,docetaxel,PA166158886,rs6413517
PA164749136,desflurane,PA166135881,rs63749869
PA449461,enflurane,PA166135881,rs63749869
PA449845,halothane,PA166135881,rs63749869
PA450106,isoflurane,PA166135881,rs63749869
PA450434,methoxyflurane,PA166135881,rs63749869
PA451341,sevoflurane,PA166135881,rs63749869
PA451522,succinylcholine,PA166135881,rs63749869
PA449515,etanercept,PA166135449,rs6427528
PA449748,gemcitabine,PA166135800,rs642990
PA166104276,ABT-751,PA166134690,rs6431558
PA166122986,radiotherapy,PA166135554,rs6432512
PA449072,cocaine,PA166136104,rs6454674
PA449014,cisplatin,PA166134927,rs6413432
PA449165,cyclophosphamide,PA166134927,rs6413432
PA450243,lithium,PA166134712,rs6438552
PA452233,antipsychotics,PA166136020,rs6465084
PA451283,rosiglitazone,PA166135680,rs6467136
PA133950441,hmg coa reductase inhibitors,PA166136203,rs646776
PA450546,montelukast,PA166136418,rs6475448
PA452229,antidepressants,PA166135168,rs6314
PA450688,olanzapine,PA166151940,rs6314
PA449394,donepezil,PA166136242,rs6494223
PA449726,galantamine,PA166136242,rs6494223
PA451262,rivastigmine,PA166136242,rs6494223
PA165110775,SN-38,PA166162362,rs6498588
PA450428,methotrexate,PA166136310,rs6506569
PA164713366,Tumor necrosis factor alpha (TNF-alpha) inhibitors,PA166161171,rs651630
PA452621,antineoplastic agents,PA166153483,rs6500843
PA448500,atorvastatin,PA166134631,rs6535454
PA133950441,hmg coa reductase inhibitors,PA166134631,rs6535454
PA134308647,rosuvastatin,PA166134631,rs6535454
PA450464,methylphenidate,PA166152874,rs6551665
PA450401,methadone,PA166152984,rs6600879
PA449899,hydrochlorothiazide,PA166135448,rs658903
PA450401,methadone,PA166152999,rs6600893
PA450616,nevirapine,PA166152724,rs6545803
PA449563,exemestane,PA166151939,rs6493497
PA450196,letrozole,PA166151939,rs6493497
PA448432,anastrozole,PA166152871,rs6493497
PA449563,exemestane,PA166152871,rs6493497
PA450196,letrozole,PA166152871,rs6493497
PA450401,methadone,PA166152990,rs6600880
PA449552,etoposide,PA166134305,rs6539870
PA449748,gemcitabine,PA166135124,rs66878317
PA164712734,Enzymes,PA166135134,rs669
PA450428,methotrexate,PA166134522,rs66554220
PA452619,heroin,PA166159161,rs671
PA448687,bupropion,PA166135447,rs6702335
PA450626,nicotine,PA166135447,rs6702335
PA448500,atorvastatin,PA166134991,rs662799
PA450272,lovastatin,PA166134991,rs662799
PA451363,simvastatin,PA166134991,rs662799
PA166104276,ABT-751,PA166134877,rs6755571
PA450626,nicotine,PA166159036,rs660652
PA164712950,Opium alkaloids and derivatives,PA166159036,rs660652
PA450268,losartan,PA166135445,rs6749447
PA162372840,sunitinib,PA166135954,rs6785049
PA449594,fenofibrate,PA166159034,rs676210
PA450566,mycophenolate mofetil,PA166134917,rs6714486
PA452229,antidepressants,PA166158943,rs672170
PA449053,clopidogrel,PA166134749,rs6785930
PA165945763,cangrelor,PA166134955,rs6787801
PA449053,clopidogrel,PA166134820,rs6787801
PA130620651,anthracyclines and related substances,PA166135444,rs6759892
PA166118041,deferiprone,PA166136118,rs6759892
PA451846,valproic acid,PA166134525,rs6759892
PA450464,methylphenidate,PA166152878,rs6813183
PA451261,rituximab,PA166136132,rs6822844
PA10804,imatinib,PA166135711,rs683369
PA449053,clopidogrel,PA166134677,rs6809699
PA450626,nicotine,PA166159048,rs684513
PA449072,cocaine,PA166159206,rs684513
PA164712308,"Ace Inhibitors, Plain",PA166136432,rs6838116
PA449053,clopidogrel,PA166134494,rs662
PA448500,atorvastatin,PA166152794,rs662
PA451363,simvastatin,PA166152794,rs662
PA449476,epirubicin,PA166135916,rs662
PA128406956,fluorouracil,PA166135916,rs662
PA131285527,oxaliplatin,PA166135916,rs662
PA448803,carboplatin,PA166136437,rs6900017
PA150481189,taxanes,PA166136437,rs6900017
PA450626,nicotine,PA166158953,rs686
PA164713366,Tumor necrosis factor alpha (TNF-alpha) inhibitors,PA166161865,rs6908425
PA449165,cyclophosphamide,PA166135443,rs6907567
PA449412,doxorubicin,PA166135443,rs6907567
PA448432,anastrozole,PA166136063,rs6901146
PA449563,exemestane,PA166136063,rs6901146
PA450428,methotrexate,PA166135442,rs6920220
PA448771,capecitabine,PA166134523,rs67376798
PA128406956,fluorouracil,PA166134523,rs67376798
PA164713220,Pyrimidine analogues,PA166134523,rs67376798
PA452620,tegafur,PA166134523,rs67376798
PA451363,simvastatin,PA166153043,rs6924995
PA164713366,Tumor necrosis factor alpha (TNF-alpha) inhibitors,PA166136250,rs6927172
PA165958364,liraglutide,PA166135931,rs6923761
PA164748978,sitagliptin,PA166158987,rs6923761
PA165958346,vildagliptin,PA166158987,rs6923761
PA449383,docetaxel,PA166134314,rs6922548
PA451644,thalidomide,PA166134314,rs6922548
PA452233,antipsychotics,PA166135441,rs6977820
PA448499,atenolol,PA166134269,rs688
PA450272,lovastatin,PA166152792,rs688
PA449015,citalopram,PA166135848,rs6966038
PA449015,citalopram,PA166153489,rs696692
PA10074,escitalopram,PA166153489,rs696692
PA449014,cisplatin,PA166134018,rs698
PA449165,cyclophosphamide,PA166134018,rs698
PA164713176,Platinum compounds,PA166151948,rs6983267
PA448068,salbutamol,PA166134761,rs6988229
PA450196,letrozole,PA166135992,rs700518
PA450084,irbesartan,PA166135132,rs699
PA448499,atenolol,PA166135133,rs699
PA164712462,"Antiinflammatory agents, non-steroids",PA166135440,rs699
PA451205,quinapril,PA166152708,rs699
PA164712308,"Ace Inhibitors, Plain",PA166152827,rs699
PA151249535,diuretics,PA166134948,rs702553
PA164746012,ranibizumab,PA166134648,rs699947
PA449383,docetaxel,PA166136224,rs699947
PA451346,sildenafil,PA166135438,rs699947
PA162372840,sunitinib,PA166135439,rs699947
PA449456,enalapril,PA166153485,rs699947
PA130232992,bevacizumab,PA166136414,rs699947
PA448771,capecitabine,PA166136414,rs699947
PA128406956,fluorouracil,PA166136414,rs699947
PA450085,irinotecan,PA166136414,rs699947
PA450198,leucovorin,PA166136414,rs699947
PA131285527,oxaliplatin,PA166136414,rs699947
PA451906,warfarin,PA166136426,rs699664
PA451906,warfarin,PA166160466,rs699664
PA451906,warfarin,PA166134805,rs7089580
PA448497,aspirin,PA166152905,rs6962291
PA448500,atorvastatin,PA166152795,rs705379
PA451363,simvastatin,PA166152795,rs705379
PA448500,atorvastatin,PA166152870,rs705379
PA164713176,Platinum compounds,PA166153054,rs7091672
PA164713366,Tumor necrosis factor alpha (TNF-alpha) inhibitors,PA166134068,rs7046653
PA450401,methadone,PA166134706,rs7118900
PA448561,benazepril,PA166135106,rs7079
PA449015,citalopram,PA166135659,rs7103411
PA449015,citalopram,PA166136133,rs7124442
PA10040,cetuximab,PA166152763,rs712830
PA450085,irinotecan,PA166152763,rs712830
PA450198,leucovorin,PA166152763,rs712830
PA452620,tegafur,PA166152763,rs712830
PA450428,methotrexate,PA166134396,rs70991108
PA448492,asparaginase,PA166152820,rs7142143
PA449247,dexamethasone,PA166152820,rs7142143
PA450428,methotrexate,PA166152820,rs7142143
PA161199368,iloperidone,PA166134179,rs7142881
PA450403,methamphetamine,PA166158938,rs713729
PA134687924,erlotinib,PA166134084,rs712829
PA150481186,topoisomerase I inhibitors,PA166134085,rs712829
PA152031327,geldanamycin,PA166134086,rs712829
PA164712331,Alkylating Agents,PA166134087,rs712829
PA131301952,gefitinib,PA166134088,rs712829
PA134687924,erlotinib,PA166134416,rs712829
PA10040,cetuximab,PA166135670,rs712829
PA450085,irinotecan,PA166135670,rs712829
PA162373091,panitumumab,PA166135670,rs712829
PA450947,phenytoin,PA166135437,rs71486745
PA449552,etoposide,PA166135436,rs716274
PA164713176,Platinum compounds,PA166135436,rs716274
PA449412,doxorubicin,PA166134310,rs714368
PA165291922,doxorubicinol,PA166134310,rs714368
PA10832,corticosteroids,PA166134925,rs7160796
PA449053,clopidogrel,PA166134661,rs71647872
PA166114414,cotinine,PA166153172,rs7170068
PA164713176,Platinum compounds,PA166159991,rs7170924
PA449563,exemestane,PA166135477,rs7176005
PA448497,aspirin,PA166134785,rs7179742
PA449014,cisplatin,PA166135434,rs7186128
PA450085,irinotecan,PA166135434,rs7186128
PA448771,capecitabine,PA166163252,rs7187684
PA128406956,fluorouracil,PA166135385,rs7194667
PA449053,clopidogrel,PA166134662,rs71647871
PA450464,methylphenidate,PA166134495,rs71647871
PA449456,enalapril,PA166136428,rs71647871
PA450428,methotrexate,PA166152697,rs719235
PA451906,warfarin,PA166135590,rs7196161
PA449014,cisplatin,PA166158749,rs720106
PA449748,gemcitabine,PA166158749,rs720106
PA452632,acenocoumarol,PA166136094,rs7200749
PA451906,warfarin,PA166135637,rs7200749
PA452619,heroin,PA166135539,rs724226
PA451257,risperidone,PA166134221,rs724226
PA10804,imatinib,PA166135589,rs724710
PA449165,cyclophosphamide,PA166135433,rs723685
PA449412,doxorubicin,PA166135433,rs723685
PA164749390,peginterferon alfa-2a,PA166159169,rs7248668
PA164784024,peginterferon alfa-2b,PA166159169,rs7248668
PA451241,ribavirin,PA166159169,rs7248668
PA449165,cyclophosphamide,PA166136466,rs7254579
PA449061,clozapine,PA166134938,rs72547516
PA451363,simvastatin,PA166134851,rs708272
PA448500,atorvastatin,PA166134852,rs708272
PA450272,lovastatin,PA166134853,rs708272
PA451089,pravastatin,PA166134744,rs708272
PA133950441,hmg coa reductase inhibitors,PA166134849,rs708272
PA128406956,fluorouracil,PA166153410,rs72549306
PA449061,clozapine,PA166134936,rs72547517
PA450566,mycophenolate mofetil,PA166134828,rs72551330
PA451550,sulfinpyrazone,PA166153177,rs72551330
PA451547,sulfasalazine,PA166158896,rs72552713
PA165110775,SN-38,PA166152784,rs72551344
PA450395,metformin,PA166136123,rs72552763
PA128406956,fluorouracil,PA166135105,rs717620
PA450198,leucovorin,PA166135105,rs717620
PA131285527,oxaliplatin,PA166135105,rs717620
PA450428,methotrexate,PA166135527,rs717620
PA450428,methotrexate,PA166135528,rs717620
PA128406956,fluorouracil,PA166135104,rs717620
PA450198,leucovorin,PA166135104,rs717620
PA131285527,oxaliplatin,PA166135104,rs717620
PA448500,atorvastatin,PA166135435,rs717620
PA451363,simvastatin,PA166135435,rs717620
PA10204,tenofovir,PA166134526,rs717620
PA143485705,antiepileptics,PA166134527,rs717620
PA449493,erythromycin,PA166134804,rs717620
PA451581,tamoxifen,PA166158725,rs717620
PA10251,atazanavir,PA166153034,rs717620
PA450264,lopinavir,PA166153034,rs717620
PA451260,ritonavir,PA166153034,rs717620
PA10204,tenofovir,PA166153034,rs717620
PA7000,sorafenib,PA166160279,rs717620
PA449441,efavirenz,PA166136003,rs717620
PA164760843,deferasirox,PA166136451,rs717620
PA128406956,fluorouracil,PA166153405,rs72549303
PA128406956,fluorouracil,PA166153406,rs72549309
PA128406956,fluorouracil,PA166153414,rs72728438
PA448803,carboplatin,PA166135432,rs726501
PA449014,cisplatin,PA166135432,rs726501
PA449383,docetaxel,PA166135432,rs726501
PA134687924,erlotinib,PA166135432,rs726501
PA131301952,gefitinib,PA166135432,rs726501
PA450761,paclitaxel,PA166135432,rs726501
PA451906,warfarin,PA166160872,rs72800847
PA164784024,peginterferon alfa-2b,PA166135961,rs7270101
PA451241,ribavirin,PA166135961,rs7270101
PA450084,irbesartan,PA166153451,rs72558187
PA449899,hydrochlorothiazide,PA166134496,rs7297610
PA130620651,anthracyclines and related substances,PA166135431,rs729147
PA10004,adalimumab,PA166160814,rs7301582
PA165107055,certolizumab pegol,PA166160814,rs7301582
PA449515,etanercept,PA166160814,rs7301582
PA452347,glucocorticoids,PA166160814,rs7301582
PA452639,infliximab,PA166160814,rs7301582
PA450428,methotrexate,PA166160814,rs7301582
PA448497,aspirin,PA166134044,rs730012
PA450546,montelukast,PA166134193,rs730012
PA449383,docetaxel,PA166134313,rs730720
PA451644,thalidomide,PA166134313,rs730720
PA450428,methotrexate,PA166135898,rs7317112
PA10239,clodronate,PA166134360,rs731236
PA164712582,calcium,PA166134803,rs731236
PA130620651,anthracyclines and related substances,PA166135429,rs7319981
PA128406956,fluorouracil,PA166135428,rs7325568
PA131285527,oxaliplatin,PA166135428,rs7325568
PA450464,methylphenidate,PA166152882,rs734644
PA450566,mycophenolate mofetil,PA166134848,rs7311358
PA449383,docetaxel,PA166135430,rs7311358
PA448803,carboplatin,PA166153033,rs7311358
PA450761,paclitaxel,PA166153033,rs7311358
PA451644,thalidomide,PA166134864,rs735482
PA449748,gemcitabine,PA166152810,rs73748206
PA449899,hydrochlorothiazide,PA166135913,rs7387065
PA451906,warfarin,PA166134156,rs7294
PA452632,acenocoumarol,PA166136399,rs7294
PA450921,phenprocoumon,PA166136399,rs7294
PA450761,paclitaxel,PA166159009,rs7349683
PA449061,clozapine,PA166134123,rs742105
PA450550,morphine,PA166135897,rs7438135
PA450566,mycophenolate mofetil,PA166135796,rs7438135
PA450401,methadone,PA166152994,rs7438135
PA166110256,bufuralol,PA166153032,rs745746329
PA449273,dextromethorphan,PA166153032,rs745746329
PA449748,gemcitabine,PA166134022,rs747199
PA450761,paclitaxel,PA166134022,rs747199
PA165950341,ivacaftor,PA166135491,rs74503330
PA146096021,bisantrene,PA166134105,rs72552784
PA132595336,calcein,PA166134106,rs72552784
PA146096022,forskolin,PA166134107,rs72552784
PA451093,prazosin,PA166134108,rs72552784
PA451868,verapamil,PA166134109,rs72552784
PA451877,vinblastine,PA166134110,rs72552784
PA450761,paclitaxel,PA166134111,rs72552784
PA450243,lithium,PA166136427,rs74795342
PA450616,nevirapine,PA166135280,rs746647
PA450196,letrozole,PA166135990,rs749292
PA133950441,hmg coa reductase inhibitors,PA166135989,rs749292
PA450196,letrozole,PA166135989,rs749292
PA448785,carbamazepine,PA166134037,rs750332
PA166151864,ataluren,PA166151962,rs75039782
PA166110256,bufuralol,PA166153031,rs750996195
PA449273,dextromethorphan,PA166153031,rs750996195
PA449383,docetaxel,PA166158785,rs75114882
PA448871,celecoxib,PA166135795,rs7518660
PA165950341,ivacaftor,PA166163081,rs7512462
PA450395,metformin,PA166135957,rs7541245
PA450243,lithium,PA166135994,rs75222709
PA448771,capecitabine,PA166135586,rs75017182
PA128406956,fluorouracil,PA166135586,rs75017182
PA449748,gemcitabine,PA166153007,rs7543016
PA448497,aspirin,PA166135790,rs7551789
PA451260,ritonavir,PA166134146,rs7412
PA448500,atorvastatin,PA166134997,rs7412
PA164712505,"Antivirals for treatment of HIV infections, combinations",PA166134528,rs7412
PA451260,ritonavir,PA166134528,rs7412
PA452229,antidepressants,PA166134121,rs7569963
PA449015,citalopram,PA166134121,rs7569963
PA448497,aspirin,PA166134784,rs7572857
PA10204,tenofovir,PA166135787,rs757639
PA165950341,ivacaftor,PA166134642,rs75527207
PA166122986,radiotherapy,PA166135534,rs7582141
PA164712563,Bisphosphonates,PA166135279,rs7588295
PA10251,atazanavir,PA166158736,rs7586110
PA451260,ritonavir,PA166158736,rs7586110
PA448320,allopurinol,PA166161460,rs75995567
PA165958521,febuxostat,PA166161460,rs75995567
PA450037,interferon beta-1a,PA166152637,rs760316
PA450039,interferon beta-1b,PA166152637,rs760316
PA451846,valproic acid,PA166134691,rs7439366
PA449441,efavirenz,PA166134536,rs7439366
PA450267,lorazepam,PA166134537,rs7439366
PA451846,valproic acid,PA166134537,rs7439366
PA449088,codeine,PA166136443,rs7439366
PA450401,methadone,PA166152997,rs7439366
PA166110256,bufuralol,PA166153030,rs76088846
PA449273,dextromethorphan,PA166153030,rs76088846
PA450616,nevirapine,PA166135735,rs76228616
PA448771,capecitabine,PA166135660,rs76387818
PA449748,gemcitabine,PA166135270,rs760370
PA164749390,peginterferon alfa-2a,PA166159040,rs760370
PA164784024,peginterferon alfa-2b,PA166159040,rs760370
PA451241,ribavirin,PA166159040,rs760370
PA450428,methotrexate,PA166136307,rs7624766
PA449015,citalopram,PA166135840,rs760761
